TrialType,BlockType,Response,RT,BlockTrial,Trial,Epoch,ans,bll,lf
Punishment,MostlyPunishment,j,1033,5,37,42,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1034,6,38,42,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1035,7,39,42,0.45,0.3,0.1
Reward,MostlyReward,j,1051,0,40,42,0.45,0.3,0.1
Neutral,MostlyReward,f,1069,1,41,42,0.45,0.3,0.1
Reward,MostlyReward,f,1049,2,42,42,0.45,0.3,0.1
Reward,MostlyReward,f,1030,3,43,42,0.45,0.3,0.1
Reward,MostlyReward,j,1037,4,44,42,0.45,0.3,0.1
Reward,MostlyReward,j,1038,5,45,42,0.45,0.3,0.1
Neutral,MostlyReward,f,1033,6,46,42,0.45,0.3,0.1
Reward,MostlyReward,f,1035,7,47,42,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1050,0,48,42,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1032,1,49,42,0.45,0.3,0.1
Reward,MostlyPunishment,j,1038,2,50,42,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1034,3,51,42,0.45,0.3,0.1
Reward,MostlyPunishment,j,1080,4,52,42,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1045,5,53,42,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1037,6,54,42,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1034,7,55,42,0.45,0.3,0.1
Reward,MostlyReward,f,1043,0,56,42,0.45,0.3,0.1
Reward,MostlyReward,f,1034,1,57,42,0.45,0.3,0.1
Punishment,MostlyReward,f,1033,2,58,42,0.45,0.3,0.1
Reward,MostlyReward,j,1033,3,59,42,0.45,0.3,0.1
Punishment,MostlyReward,j,1034,4,60,42,0.45,0.3,0.1
Reward,MostlyReward,j,1035,5,61,42,0.45,0.3,0.1
Reward,MostlyReward,j,1038,6,62,42,0.45,0.3,0.1
Reward,MostlyReward,f,1033,7,63,42,0.45,0.3,0.1
Reward,MostlyReward,j,959,0,0,43,0.45,0.3,0.1
Reward,MostlyReward,j,1104,1,1,43,0.45,0.3,0.1
Punishment,MostlyReward,j,1087,2,2,43,0.45,0.3,0.1
Reward,MostlyReward,j,1060,3,3,43,0.45,0.3,0.1
Reward,MostlyReward,j,1075,4,4,43,0.45,0.3,0.1
Reward,MostlyReward,j,1064,5,5,43,0.45,0.3,0.1
Neutral,MostlyReward,j,1040,6,6,43,0.45,0.3,0.1
Reward,MostlyReward,j,1088,7,7,43,0.45,0.3,0.1
Reward,MostlyPunishment,j,1041,0,8,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1067,1,9,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1047,2,10,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1232,3,11,43,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1045,4,12,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1041,5,13,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1034,6,14,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1061,7,15,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1080,0,16,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1066,1,17,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1054,2,18,43,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1059,3,19,43,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1085,4,20,43,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1035,5,21,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1037,6,22,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1046,7,23,43,0.45,0.3,0.1
Reward,MostlyReward,f,1037,0,24,43,0.45,0.3,0.1
Reward,MostlyReward,f,1054,1,25,43,0.45,0.3,0.1
Punishment,MostlyReward,j,1034,2,26,43,0.45,0.3,0.1
Reward,MostlyReward,j,1059,3,27,43,0.45,0.3,0.1
Punishment,MostlyReward,j,1064,4,28,43,0.45,0.3,0.1
Reward,MostlyReward,j,1042,5,29,43,0.45,0.3,0.1
Reward,MostlyReward,j,1040,6,30,43,0.45,0.3,0.1
Reward,MostlyReward,j,1055,7,31,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1081,0,32,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1052,1,33,43,0.45,0.3,0.1
Reward,MostlyPunishment,j,1048,2,34,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1045,3,35,43,0.45,0.3,0.1
Reward,MostlyPunishment,j,1032,4,36,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1032,5,37,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1038,6,38,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1071,7,39,43,0.45,0.3,0.1
Reward,MostlyReward,j,1036,0,40,43,0.45,0.3,0.1
Neutral,MostlyReward,j,1040,1,41,43,0.45,0.3,0.1
Reward,MostlyReward,j,1053,2,42,43,0.45,0.3,0.1
Reward,MostlyReward,j,1044,3,43,43,0.45,0.3,0.1
Reward,MostlyReward,j,1045,4,44,43,0.45,0.3,0.1
Reward,MostlyReward,j,1111,5,45,43,0.45,0.3,0.1
Neutral,MostlyReward,j,1038,6,46,43,0.45,0.3,0.1
Reward,MostlyReward,j,1036,7,47,43,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1042,0,48,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1032,1,49,43,0.45,0.3,0.1
Reward,MostlyPunishment,j,1054,2,50,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1041,3,51,43,0.45,0.3,0.1
Reward,MostlyPunishment,j,1083,4,52,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1048,5,53,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1037,6,54,43,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1086,7,55,43,0.45,0.3,0.1
Reward,MostlyReward,j,1038,0,56,43,0.45,0.3,0.1
Reward,MostlyReward,j,1062,1,57,43,0.45,0.3,0.1
Punishment,MostlyReward,j,1049,2,58,43,0.45,0.3,0.1
Reward,MostlyReward,j,1037,3,59,43,0.45,0.3,0.1
Punishment,MostlyReward,j,1033,4,60,43,0.45,0.3,0.1
Reward,MostlyReward,j,1036,5,61,43,0.45,0.3,0.1
Reward,MostlyReward,f,1039,6,62,43,0.45,0.3,0.1
Reward,MostlyReward,j,1048,7,63,43,0.45,0.3,0.1
Reward,MostlyReward,j,962,0,0,44,0.45,0.3,0.1
Reward,MostlyReward,j,1059,1,1,44,0.45,0.3,0.1
Punishment,MostlyReward,j,1092,2,2,44,0.45,0.3,0.1
Reward,MostlyReward,j,1061,3,3,44,0.45,0.3,0.1
Reward,MostlyReward,j,1103,4,4,44,0.45,0.3,0.1
Reward,MostlyReward,j,1085,5,5,44,0.45,0.3,0.1
Neutral,MostlyReward,j,1122,6,6,44,0.45,0.3,0.1
Reward,MostlyReward,j,1189,7,7,44,0.45,0.3,0.1
Reward,MostlyPunishment,j,1044,0,8,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1065,1,9,44,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1085,2,10,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1036,3,11,44,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1102,4,12,44,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1043,5,13,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1036,6,14,44,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1044,7,15,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1038,0,16,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1075,1,17,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1076,2,18,44,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1088,3,19,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1043,4,20,44,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1047,5,21,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1048,6,22,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1105,7,23,44,0.45,0.3,0.1
Reward,MostlyReward,j,1047,0,24,44,0.45,0.3,0.1
Reward,MostlyReward,j,1045,1,25,44,0.45,0.3,0.1
Punishment,MostlyReward,j,1039,2,26,44,0.45,0.3,0.1
Reward,MostlyReward,j,1052,3,27,44,0.45,0.3,0.1
Punishment,MostlyReward,j,1032,4,28,44,0.45,0.3,0.1
Reward,MostlyReward,j,1035,5,29,44,0.45,0.3,0.1
Reward,MostlyReward,j,1058,6,30,44,0.45,0.3,0.1
Reward,MostlyReward,j,1041,7,31,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1042,0,32,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1044,1,33,44,0.45,0.3,0.1
Reward,MostlyPunishment,j,1051,2,34,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1048,3,35,44,0.45,0.3,0.1
Reward,MostlyPunishment,j,1049,4,36,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1036,5,37,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1043,6,38,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1033,7,39,44,0.45,0.3,0.1
Reward,MostlyReward,j,1048,0,40,44,0.45,0.3,0.1
Neutral,MostlyReward,j,1053,1,41,44,0.45,0.3,0.1
Reward,MostlyReward,j,1034,2,42,44,0.45,0.3,0.1
Reward,MostlyReward,j,1036,3,43,44,0.45,0.3,0.1
Reward,MostlyReward,j,1033,4,44,44,0.45,0.3,0.1
Reward,MostlyReward,j,1046,5,45,44,0.45,0.3,0.1
Neutral,MostlyReward,j,1057,6,46,44,0.45,0.3,0.1
Reward,MostlyReward,j,1034,7,47,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1033,0,48,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1038,1,49,44,0.45,0.3,0.1
Reward,MostlyPunishment,j,1038,2,50,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1039,3,51,44,0.45,0.3,0.1
Reward,MostlyPunishment,j,1035,4,52,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1031,5,53,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1045,6,54,44,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1034,7,55,44,0.45,0.3,0.1
Reward,MostlyReward,j,1047,0,56,44,0.45,0.3,0.1
Reward,MostlyReward,j,1047,1,57,44,0.45,0.3,0.1
Punishment,MostlyReward,j,1053,2,58,44,0.45,0.3,0.1
Reward,MostlyReward,j,1034,3,59,44,0.45,0.3,0.1
Punishment,MostlyReward,f,1039,4,60,44,0.45,0.3,0.1
Reward,MostlyReward,j,1032,5,61,44,0.45,0.3,0.1
Reward,MostlyReward,j,1034,6,62,44,0.45,0.3,0.1
Reward,MostlyReward,j,1049,7,63,44,0.45,0.3,0.1
Reward,MostlyReward,f,960,0,0,45,0.45,0.3,0.1
Reward,MostlyReward,f,1063,1,1,45,0.45,0.3,0.1
Punishment,MostlyReward,j,1051,2,2,45,0.45,0.3,0.1
Reward,MostlyReward,f,1045,3,3,45,0.45,0.3,0.1
Reward,MostlyReward,f,1238,4,4,45,0.45,0.3,0.1
Reward,MostlyReward,f,1174,5,5,45,0.45,0.3,0.1
Neutral,MostlyReward,f,1154,6,6,45,0.45,0.3,0.1
Reward,MostlyReward,f,1084,7,7,45,0.45,0.3,0.1
Reward,MostlyPunishment,f,1049,0,8,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1051,1,9,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1041,2,10,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1062,3,11,45,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1076,4,12,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1055,5,13,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1051,6,14,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1063,7,15,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1054,0,16,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1034,1,17,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1037,2,18,45,0.45,0.3,0.1
Neutral,MostlyPunishment,f,1035,3,19,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1036,4,20,45,0.45,0.3,0.1
Neutral,MostlyPunishment,f,1042,5,21,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1047,6,22,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1039,7,23,45,0.45,0.3,0.1
Reward,MostlyReward,f,1074,0,24,45,0.45,0.3,0.1
Reward,MostlyReward,f,1035,1,25,45,0.45,0.3,0.1
Punishment,MostlyReward,f,1033,2,26,45,0.45,0.3,0.1
Reward,MostlyReward,f,1036,3,27,45,0.45,0.3,0.1
Punishment,MostlyReward,j,1039,4,28,45,0.45,0.3,0.1
Reward,MostlyReward,f,1052,5,29,45,0.45,0.3,0.1
Reward,MostlyReward,f,1037,6,30,45,0.45,0.3,0.1
Reward,MostlyReward,f,1034,7,31,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1042,0,32,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1079,1,33,45,0.45,0.3,0.1
Reward,MostlyPunishment,f,1036,2,34,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1103,3,35,45,0.45,0.3,0.1
Reward,MostlyPunishment,f,1064,4,36,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1035,5,37,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1037,6,38,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1038,7,39,45,0.45,0.3,0.1
Reward,MostlyReward,f,1033,0,40,45,0.45,0.3,0.1
Neutral,MostlyReward,f,1035,1,41,45,0.45,0.3,0.1
Reward,MostlyReward,f,1034,2,42,45,0.45,0.3,0.1
Reward,MostlyReward,f,1032,3,43,45,0.45,0.3,0.1
Reward,MostlyReward,f,1070,4,44,45,0.45,0.3,0.1
Reward,MostlyReward,f,1030,5,45,45,0.45,0.3,0.1
Neutral,MostlyReward,f,1059,6,46,45,0.45,0.3,0.1
Reward,MostlyReward,f,1053,7,47,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1032,0,48,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1034,1,49,45,0.45,0.3,0.1
Reward,MostlyPunishment,f,1033,2,50,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1035,3,51,45,0.45,0.3,0.1
Reward,MostlyPunishment,f,1031,4,52,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1049,5,53,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1033,6,54,45,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1054,7,55,45,0.45,0.3,0.1
Reward,MostlyReward,j,1035,0,56,45,0.45,0.3,0.1
Reward,MostlyReward,f,1046,1,57,45,0.45,0.3,0.1
Punishment,MostlyReward,f,1033,2,58,45,0.45,0.3,0.1
Reward,MostlyReward,f,1043,3,59,45,0.45,0.3,0.1
Punishment,MostlyReward,f,1053,4,60,45,0.45,0.3,0.1
Reward,MostlyReward,f,1037,5,61,45,0.45,0.3,0.1
Reward,MostlyReward,f,1039,6,62,45,0.45,0.3,0.1
Reward,MostlyReward,f,1035,7,63,45,0.45,0.3,0.1
Reward,MostlyReward,j,1031,0,0,46,0.45,0.3,0.1
Reward,MostlyReward,j,1076,1,1,46,0.45,0.3,0.1
Punishment,MostlyReward,j,1054,2,2,46,0.45,0.3,0.1
Reward,MostlyReward,f,1081,3,3,46,0.45,0.3,0.1
Reward,MostlyReward,f,1050,4,4,46,0.45,0.3,0.1
Reward,MostlyReward,j,1051,5,5,46,0.45,0.3,0.1
Neutral,MostlyReward,j,1058,6,6,46,0.45,0.3,0.1
Reward,MostlyReward,f,1046,7,7,46,0.45,0.3,0.1
Reward,MostlyPunishment,j,1043,0,8,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1036,1,9,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1168,2,10,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1039,3,11,46,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1045,4,12,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1045,5,13,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1044,6,14,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1058,7,15,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1043,0,16,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1112,1,17,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1032,2,18,46,0.45,0.3,0.1
Neutral,MostlyPunishment,f,1051,3,19,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1058,4,20,46,0.45,0.3,0.1
Neutral,MostlyPunishment,f,1040,5,21,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1037,6,22,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1053,7,23,46,0.45,0.3,0.1
Reward,MostlyReward,f,1063,0,24,46,0.45,0.3,0.1
Reward,MostlyReward,j,1053,1,25,46,0.45,0.3,0.1
Punishment,MostlyReward,f,1039,2,26,46,0.45,0.3,0.1
Reward,MostlyReward,f,1035,3,27,46,0.45,0.3,0.1
Punishment,MostlyReward,j,1050,4,28,46,0.45,0.3,0.1
Reward,MostlyReward,j,1035,5,29,46,0.45,0.3,0.1
Reward,MostlyReward,j,1045,6,30,46,0.45,0.3,0.1
Reward,MostlyReward,j,1061,7,31,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1032,0,32,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1033,1,33,46,0.45,0.3,0.1
Reward,MostlyPunishment,f,1036,2,34,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1036,3,35,46,0.45,0.3,0.1
Reward,MostlyPunishment,j,1041,4,36,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1038,5,37,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1045,6,38,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1034,7,39,46,0.45,0.3,0.1
Reward,MostlyReward,f,1042,0,40,46,0.45,0.3,0.1
Neutral,MostlyReward,f,1040,1,41,46,0.45,0.3,0.1
Reward,MostlyReward,j,1044,2,42,46,0.45,0.3,0.1
Reward,MostlyReward,j,1046,3,43,46,0.45,0.3,0.1
Reward,MostlyReward,j,1037,4,44,46,0.45,0.3,0.1
Reward,MostlyReward,f,1037,5,45,46,0.45,0.3,0.1
Neutral,MostlyReward,f,1036,6,46,46,0.45,0.3,0.1
Reward,MostlyReward,f,1042,7,47,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1040,0,48,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1037,1,49,46,0.45,0.3,0.1
Reward,MostlyPunishment,j,1042,2,50,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1032,3,51,46,0.45,0.3,0.1
Reward,MostlyPunishment,j,1035,4,52,46,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1055,5,53,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1037,6,54,46,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1043,7,55,46,0.45,0.3,0.1
Reward,MostlyReward,j,1066,0,56,46,0.45,0.3,0.1
Reward,MostlyReward,f,1038,1,57,46,0.45,0.3,0.1
Punishment,MostlyReward,f,1032,2,58,46,0.45,0.3,0.1
Reward,MostlyReward,f,1039,3,59,46,0.45,0.3,0.1
Punishment,MostlyReward,f,1040,4,60,46,0.45,0.3,0.1
Reward,MostlyReward,j,1043,5,61,46,0.45,0.3,0.1
Reward,MostlyReward,j,1031,6,62,46,0.45,0.3,0.1
Reward,MostlyReward,f,1035,7,63,46,0.45,0.3,0.1
Reward,MostlyReward,j,959,0,0,47,0.45,0.3,0.1
Reward,MostlyReward,j,1135,1,1,47,0.45,0.3,0.1
Punishment,MostlyReward,j,1079,2,2,47,0.45,0.3,0.1
Reward,MostlyReward,j,1052,3,3,47,0.45,0.3,0.1
Reward,MostlyReward,j,1107,4,4,47,0.45,0.3,0.1
Reward,MostlyReward,j,1129,5,5,47,0.45,0.3,0.1
Neutral,MostlyReward,j,1090,6,6,47,0.45,0.3,0.1
Reward,MostlyReward,f,1049,7,7,47,0.45,0.3,0.1
Reward,MostlyPunishment,j,1091,0,8,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1054,1,9,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1041,2,10,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1048,3,11,47,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1052,4,12,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1075,5,13,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1064,6,14,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1033,7,15,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1062,0,16,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1042,1,17,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1054,2,18,47,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1038,3,19,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1033,4,20,47,0.45,0.3,0.1
Neutral,MostlyPunishment,j,1071,5,21,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1043,6,22,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1039,7,23,47,0.45,0.3,0.1
Reward,MostlyReward,j,1106,0,24,47,0.45,0.3,0.1
Reward,MostlyReward,j,1039,1,25,47,0.45,0.3,0.1
Punishment,MostlyReward,j,1044,2,26,47,0.45,0.3,0.1
Reward,MostlyReward,j,1047,3,27,47,0.45,0.3,0.1
Punishment,MostlyReward,j,1045,4,28,47,0.45,0.3,0.1
Reward,MostlyReward,j,1033,5,29,47,0.45,0.3,0.1
Reward,MostlyReward,j,1056,6,30,47,0.45,0.3,0.1
Reward,MostlyReward,j,1047,7,31,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1036,0,32,47,0.45,0.3,0.1
Punishment,MostlyPunishment,f,1046,1,33,47,0.45,0.3,0.1
Reward,MostlyPunishment,j,1047,2,34,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1035,3,35,47,0.45,0.3,0.1
Reward,MostlyPunishment,j,1038,4,36,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1033,5,37,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1033,6,38,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1038,7,39,47,0.45,0.3,0.1
Reward,MostlyReward,j,1034,0,40,47,0.45,0.3,0.1
Neutral,MostlyReward,j,1033,1,41,47,0.45,0.3,0.1
Reward,MostlyReward,j,1041,2,42,47,0.45,0.3,0.1
Reward,MostlyReward,j,1042,3,43,47,0.45,0.3,0.1
Reward,MostlyReward,f,1032,4,44,47,0.45,0.3,0.1
Reward,MostlyReward,j,1037,5,45,47,0.45,0.3,0.1
Neutral,MostlyReward,j,1039,6,46,47,0.45,0.3,0.1
Reward,MostlyReward,j,1042,7,47,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1042,0,48,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1058,1,49,47,0.45,0.3,0.1
Reward,MostlyPunishment,j,1042,2,50,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1040,3,51,47,0.45,0.3,0.1
Reward,MostlyPunishment,j,1070,4,52,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1037,5,53,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1036,6,54,47,0.45,0.3,0.1
Punishment,MostlyPunishment,j,1035,7,55,47,0.45,0.3,0.1
Reward,MostlyReward,j,1036,0,56,47,0.45,0.3,0.1
Reward,MostlyReward,j,1033,1,57,47,0.45,0.3,0.1
Punishment,MostlyReward,j,1055,2,58,47,0.45,0.3,0.1
Reward,MostlyReward,j,1031,3,59,47,0.45,0.3,0.1
Punishment,MostlyReward,j,1046,4,60,47,0.45,0.3,0.1
Reward,MostlyReward,j,1033,5,61,47,0.45,0.3,0.1
Reward,MostlyReward,j,1033,6,62,47,0.45,0.3,0.1
Reward,MostlyReward,f,1039,7,63,47,0.45,0.3,0.1
Reward,MostlyReward,j,974,0,0,48,0.45,0.3,0.1
Reward,MostlyReward,j,1070,1,1,48,0.45,0.3,0.1
Punishment,MostlyReward,f,1039,2,2,48,0.45,0.3,0.1
Reward,MostlyReward,j,1064,3,3,48,0.45,0.3,0.1
Reward,MostlyReward,j,1070,4,4,48,0.45,0.3,0.1
Reward,MostlyReward,f,1053,5,5,48,0.45,0.3,0.1
Neutral,MostlyReward,j,1050,6,6,48,0.45,0.3,0.1
Reward,MostlyReward,j,1089,7,7,48,0.45,0.3,0.1
